Sort,TableName,VAR_NAME10,SHORT_DESC,LONG_DESC,WIDTH,PRECISION,Missing Values Possible (YES or blank),ACS Table/Field,SAS Var
602,ACSTRMOEPOP,MOEAAFRIC,2014-2018 MOE Ancestry: Subsahrn African-African,2014-2018 MOE Ancestry: Sub-Saharan African-African,9,0,,B04004m87,moeancestry85
603,ACSTRMOEPOP,MOEAOSSAFR,2014-2018 MOE Ancestry: Subsahrn African-Other,2014-2018 MOE Ancestry: Sub-Saharan African-Other,9,0,,B04004m88,moeancestry86
604,ACSTRMOEPOP,MOEASWEDSH,2014-2018 MOE Ancestry: Swedish,2014-2018 MOE Ancestry: Swedish,9,0,,B04004m89,moeancestry87
605,ACSTRMOEPOP,MOEASWISS,2014-2018 MOE Ancestry: Swiss,2014-2018 MOE Ancestry: Swiss,9,0,,B04004m90,moeancestry88
606,ACSTRMOEPOP,MOEATURKSH,2014-2018 MOE Ancestry: Turkish,2014-2018 MOE Ancestry: Turkish,9,0,,B04004m91,moeancestry89
607,ACSTRMOEPOP,MOEAUKRAIN,2014-2018 MOE Ancestry: Ukrainian,2014-2018 MOE Ancestry: Ukrainian,9,0,,B04004m92,moeancestry90
608,ACSTRMOEPOP,MOEAWELSH,2014-2018 MOE Ancestry: Welsh,2014-2018 MOE Ancestry: Welsh,9,0,,B04004m93,moeancestry91
609,ACSTRMOEPOP,MOEABAHAM,2014-2018 MOE Ancestry: W.Indian-Bahamian,2014-2018 MOE Ancestry: West Indian-Bahamian,9,0,,B04004m95,moeancestry92
610,ACSTRMOEPOP,MOEABARBAD,2014-2018 MOE Ancestry: W.Indian-Barbadian,2014-2018 MOE Ancestry: West Indian-Barbadian,9,0,,B04004m96,moeancestry93
611,ACSTRMOEPOP,MOEABELIZN,2014-2018 MOE Ancestry: W.Indian-Belizean,2014-2018 MOE Ancestry: West Indian-Belizean,9,0,,B04004m97,moeancestry94
612,ACSTRMOEPOP,MOEABERMUD,2014-2018 MOE Ancestry: W.Indian-Bermudan,2014-2018 MOE Ancestry: West Indian-Bermudan,9,0,,B04004m98,moeancestry95
613,ACSTRMOEPOP,MOEABRWIND,2014-2018 MOE Ancestry: W.Indian-British W.Indian,2014-2018 MOE Ancestry: West Indian-British West Indian,9,0,,B04004m99,moeancestry96
614,ACSTRMOEPOP,MOEADUWIND,2014-2018 MOE Ancestry: W.Indian-Dutch W.Indian,2014-2018 MOE Ancestry: West Indian-Dutch West Indian,9,0,,B04004m100,moeancestry97
615,ACSTRMOEPOP,MOEAHAITN,2014-2018 MOE Ancestry: W.Indian-Haitian,2014-2018 MOE Ancestry: West Indian-Haitian,9,0,,B04004m101,moeancestry98
616,ACSTRMOEPOP,MOEAJAMAIC,2014-2018 MOE Ancestry: W.Indian-Jamaican,2014-2018 MOE Ancestry: West Indian-Jamaican,9,0,,B04004m102,moeancestry99
617,ACSTRMOEPOP,MOEATRINID,2014-2018 MOE Ancestry: W.Indian-Trinidad & Tobago,2014-2018 MOE Ancestry: West Indian-Trinidad & Tobago,9,0,,B04004m103,moeancestry100
618,ACSTRMOEPOP,MOEAUSVIRG,2014-2018 MOE Ancestry: W.Indian-U.S. Virgin Islander,2014-2018 MOE Ancestry: West Indian-US Virgin Islander,9,0,,B04004m104,moeancestry101
619,ACSTRMOEPOP,MOEAWIND,2014-2018 MOE Ancestry: W.Indian-West Indian,2014-2018 MOE Ancestry: West Indian-West Indian,9,0,,B04004m105,moeancestry102
620,ACSTRMOEPOP,MOEAOWIND,2014-2018 MOE Ancestry: W.Indian-Other W.Indian,2014-2018 MOE Ancestry: West Indian-Other West Indian,9,0,,B04004m106,moeancestry103
621,ACSTRMOEPOP,MOEAYUGOSL,2014-2018 MOE Ancestry: Yugoslavian,2014-2018 MOE Ancestry: Yugoslavian,9,0,,B04004m107,moeancestry104
622,ACSTRMOEPOP,MOEAOTHGRP,2014-2018 MOE Ancestry: Other Groups,2014-2018 MOE Ancestry: Other Groups,9,0,,B04004m108,moeancestry105
623,ACSTRMOEPOP,MOEMWRKR,2014-2018 MOE Male Workers Age 16+,2014-2018 MOE Male Workers Age 16+,9,0,,B08006m18,moesxtransp1
624,ACSTRMOEPOP,MOEMDRALON,2014-2018 MOE Male Workers 16+: Drove Alone,2014-2018 MOE Male Workers 16+ Drove Alone to Work,9,0,,B08006m20,moesxtransp2
625,ACSTRMOEPOP,MOEMCARPL,2014-2018 MOE Male Workers 16+: Carpooled,2014-2018 MOE Male Workers 16+ Carpooled,9,0,,B08006m21,moesxtransp3
626,ACSTRMOEPOP,MOEMPUBTRN,2014-2018 MOE Male Workers 16+: Public Transport,2014-2018 MOE Male Workers 16+ Took Public Transportation,9,0,,B08006m25,moesxtransp4
627,ACSTRMOEPOP,MOEMBICYCL,2014-2018 MOE Male Workers 16+: Bicycled,2014-2018 MOE Male Workers 16+ Bicycled,9,0,,B08006m31,moesxtransp5
628,ACSTRMOEPOP,MOEMWALKED,2014-2018 MOE Male Workers 16+: Walked,2014-2018 MOE Male Workers 16+ Walked,9,0,,B08006m32,moesxtransp6
629,ACSTRMOEPOP,MOEMOTHTRN,2014-2018 MOE Male Workers 16+: Other Means,2014-2018 MOE Male Workers 16+ Took Other Means of Transportation,9,0,,B08006m33,moesxtransp7
630,ACSTRMOEPOP,MOEMWRKHM,2014-2018 MOE Male Workers 16+: Worked at Home,2014-2018 MOE Male Workers 16+ Worked at Home,9,0,,B08006m34,moesxtransp8
631,ACSTRMOEPOP,MOEFWRKR,2014-2018 MOE Female Workers Age 16+,2014-2018 MOE Female Workers Age 16+,9,0,,B08006m35,moesxtransp9
632,ACSTRMOEPOP,MOEFDRALON,2014-2018 MOE Female Workers 16+: Drove Alone,2014-2018 MOE Female Workers 16+ Drove Alone to Work,9,0,,B08006m37,moesxtransp10
633,ACSTRMOEPOP,MOEFCARPL,2014-2018 MOE Female Workers 16+: Carpooled,2014-2018 MOE Female Workers 16+ Carpooled,9,0,,B08006m38,moesxtransp11
634,ACSTRMOEPOP,MOEFPUBTRN,2014-2018 MOE Female Workers 16+: Public Transport,2014-2018 MOE Female Workers 16+ Took Public Transportation,9,0,,B08006m42,moesxtransp12
635,ACSTRMOEPOP,MOEFBICYCL,2014-2018 MOE Female Workers 16+: Bicycled,2014-2018 MOE Female Workers 16+ Bicycled,9,0,,B08006m48,moesxtransp13
636,ACSTRMOEPOP,MOEFWALKED,2014-2018 MOE Female Workers 16+: Walked,2014-2018 MOE Female Workers 16+ Walked,9,0,,B08006m49,moesxtransp14
637,ACSTRMOEPOP,MOEFOTHTRN,2014-2018 MOE Female Workers 16+: Other Means,2014-2018 MOE Female Workers 16+ Took Other Means of Transportation,9,0,,B08006m50,moesxtransp15
638,ACSTRMOEPOP,MOEFWRKHM,2014-2018 MOE Female Workers 16+: Worked at Home,2014-2018 MOE Female Workers 16+ Worked at Home,9,0,,B08006m51,moesxtransp16
639,ACSTRMOEPOP,MOEWRKRHH,2014-2018 MOE Workers 16+ in Households,2014-2018 MOE Workers Age 16+ in Households,9,0,,B08014m1,moesxveh1
640,ACSTRMOEPOP,MOEMVEH0,2014-2018 MOE Male Workers 16+: No Vehicle,2014-2018 MOE Male Workers 16+ in Households with No Vehicles,9,0,,B08014m9,moesxveh2
641,ACSTRMOEPOP,MOEMVEH1,2014-2018 MOE Male Workers 16+: 1 Vehicle,2014-2018 MOE Male Workers 16+ in Households with 1 Vehicle,9,0,,B08014m10,moesxveh3
642,ACSTRMOEPOP,MOEMVEH2UP,2014-2018 MOE Male Workers 16+: 2+ Vehicle,2014-2018 MOE Male Workers 16+ in Households with 2+ Vehicles,9,0,,computed using B08014m11 & B08014m12 & B08014m13 & B08014m14,moesxveh4
643,ACSTRMOEPOP,MOEFVEH0,2014-2018 MOE Female Workers 16+: No Vehicle,2014-2018 MOE Female Workers 16+ in Households with No Vehicles,9,0,,B08014m16,moesxveh5
644,ACSTRMOEPOP,MOEFVEH1,2014-2018 MOE Female Workers 16+: 1 Vehicle,2014-2018 MOE Female Workers 16+ in Households with 1 Vehicle,9,0,,B08014m17,moesxveh6
645,ACSTRMOEPOP,MOEFVEH2UP,2014-2018 MOE Female Workers 16+: 2+ Vehicle,2014-2018 MOE Female Workers 16+ in Households with 2+ Vehicles,9,0,,computed using B08014m18 & B08014m19 & B08014m20 & B08014m21,moesxveh7
646,ACSTRMOEPOP,MOEP25POV,2014-2018 MOE Pop 25+/Poverty is Determined,2014-2018 MOE Population 25+ for whom Poverty Status is Determined,9,0,,B17003m1,moesxpoveduc1
647,ACSTRMOEPOP,MOEP25BPOV,2014-2018 MOE Pop 25+/Inc Below Poverty Level,2014-2018 MOE Population 25+ with Income Below Poverty Level,9,0,,B17003m2,moesxpoveduc2
648,ACSTRMOEPOP,MOEMBPLTHS,2014-2018 MOE Male 25+/Below Pov: < High School Grad,2014-2018 MOE Male 25+ Below Poverty: < High School Grad,9,0,,B17003m4,moesxpoveduc3
649,ACSTRMOEPOP,MOEMBPHSGR,2014-2018 MOE Male 25+/Below Pov: High School Grad,2014-2018 MOE Male 25+ Below Poverty: High School Grad,9,0,,B17003m5,moesxpoveduc4
650,ACSTRMOEPOP,MOEMBPCOLL,2014-2018 MOE Male 25+/Below Pov: Some College,2014-2018 MOE Male 25+ Below Poverty: Some College,9,0,,B17003m6,moesxpoveduc5
651,ACSTRMOEPOP,MOEMBPBACH,2014-2018 MOE Male 25+/Below Pov: Bachelor Deg+,2014-2018 MOE Male 25+ Below Poverty: Bachelor/Higher,9,0,,B17003m7,moesxpoveduc6
652,ACSTRMOEPOP,MOEFBPLTHS,2014-2018 MOE Female 25+/Below Pov: < High School Grad,2014-2018 MOE Female 25+ Below Poverty: < High School Grad,9,0,,B17003m9,moesxpoveduc7
653,ACSTRMOEPOP,MOEFBPHSGR,2014-2018 MOE Female 25+/Below Pov: High School Grad,2014-2018 MOE Female 25+ Below Poverty: High School Grad,9,0,,B17003m10,moesxpoveduc8
654,ACSTRMOEPOP,MOEFBPCOLL,2014-2018 MOE Female 25+/Below Pov: Some College,2014-2018 MOE Female 25+ Below Poverty: Some College,9,0,,B17003m11,moesxpoveduc9
655,ACSTRMOEPOP,MOEFBPBACH,2014-2018 MOE Female 25+/Below Pov:Bachelor Deg+,2014-2018 MOE Female 25+ Below Poverty: Bachelor/Higher,9,0,,B17003m12,moesxpoveduc10
656,ACSTRMOEPOP,MOEP25APOV,2014-2018 MOE Pop 25+/Inc at/Above Poverty Level,2014-2018 MOE Population 25+ w/Income at/Above Poverty Level,9,0,,B17003m13,moesxpoveduc11
657,ACSTRMOEPOP,MOEMAPLTHS,2014-2018 MOE Male 25+ at/Above Pov: < High School Grad,2014-2018 MOE Male 25+ at/Above Poverty: < High School Grad,9,0,,B17003m15,moesxpoveduc12
658,ACSTRMOEPOP,MOEMAPHSGR,2014-2018 MOE Male 25+ at/Above Pov: High School Grad,2014-2018 MOE Male 25+ at/Above Poverty: High School Grad,9,0,,B17003m16,moesxpoveduc13
659,ACSTRMOEPOP,MOEMAPCOLL,2014-2018 MOE Male 25+ at/Above Pov: Some College,2014-2018 MOE Male 25+ at/Above Poverty: Some College,9,0,,B17003m17,moesxpoveduc14
660,ACSTRMOEPOP,MOEMAPBACH,2014-2018 MOE Male 25+ at/Above Pov: Bachelor Deg+,2014-2018 MOE Male 25+ at/Above Poverty: Bachelor/Higher,9,0,,B17003m18,moesxpoveduc15
661,ACSTRMOEPOP,MOEFAPLTHS,2014-2018 MOE Female 25+ at/Above Pov: < High Sch Grad,2014-2018 MOE Female 25+ at/Above Poverty: < High School Grad,9,0,,B17003m20,moesxpoveduc16
662,ACSTRMOEPOP,MOEFAPHSGR,2014-2018 MOE Female 25+ at/Above Pov: High Sch Grad,2014-2018 MOE Female 25+ at/Above Poverty: High School Grad,9,0,,B17003m21,moesxpoveduc17
663,ACSTRMOEPOP,MOEFAPCOLL,2014-2018 MOE Female 25+ at/Above Pov: Some College,2014-2018 MOE Female 25+ at/Above Poverty: Some College,9,0,,B17003m22,moesxpoveduc18
664,ACSTRMOEPOP,MOEFAPBACH,2014-2018 MOE Female 25+ at/Above Pov:Bachelor Deg+,2014-2018 MOE Female 25+ at/Above Poverty: Bachelor/Higher,9,0,,B17003m23,moesxpoveduc19
665,ACSTRMOEPOP,MOEP16POV,2014-2018 MOE Pop 16+/Poverty is Determined,2014-2018 MOE Population 16+ whom Poverty Status is Determined,9,0,,B17005m1,moesxpovLF1
666,ACSTRMOEPOP,MOEP16BPOV,2014-2018 MOE Pop 16+/Income Below Poverty Level,2014-2018 MOE Population 16+ Below Poverty Level,9,0,,B17005m2,moesxpovLF2
667,ACSTRMOEPOP,MOEMBPINLF,2014-2018 MOE Male 16+/Below Pov: in Labor Force,2014-2018 MOE Male 16+ Below Poverty: in Labor Force,9,0,,B17005m4,moesxpovLF3
668,ACSTRMOEPOP,MOEMBPEMP,2014-2018 MOE Male 16+/Below Pov: Employed,2014-2018 MOE Male 16+ Below Poverty: Employed,9,0,,B17005m5,moesxpovLF4
669,ACSTRMOEPOP,MOEMBPUNEM,2014-2018 MOE Male 16+/Below Pov: UnEmployed,2014-2018 MOE Male 16+ Below Poverty: Unemployed,9,0,,B17005m6,moesxpovLF5
670,ACSTRMOEPOP,MOEMBPNOLF,2014-2018 MOE Male 16+/Below Pov: Not in Labor Force,2014-2018 MOE Male 16+ Below Poverty: Not in Labor Force,9,0,,B17005m7,moesxpovLF6
671,ACSTRMOEPOP,MOEFBPINLF,2014-2018 MOE Female 16+/Below Pov: in Labor Force,2014-2018 MOE Female 16+ Below Poverty: in Labor Force,9,0,,B17005m9,moesxpovLF7
672,ACSTRMOEPOP,MOEFBPEMP,2014-2018 MOE Female 16+/Below Pov: Employed,2014-2018 MOE Female 16+ Below Poverty: Employed,9,0,,B17005m10,moesxpovLF8
673,ACSTRMOEPOP,MOEFBPUNEM,2014-2018 MOE Female 16+/Below Pov: UnEmployed,2014-2018 MOE Female 16+ Below Poverty: Unemployed,9,0,,B17005m11,moesxpovLF9
674,ACSTRMOEPOP,MOEFBPNOLF,2014-2018 MOE Female 16+/Below Pov: Not in Labor Force,2014-2018 MOE Female 16+ Below Poverty: Not in Labor Force,9,0,,B17005m12,moesxpovLF10
675,ACSTRMOEPOP,MOEP16APOV,2014-2018 MOE Pop 16+/Income at/Above Poverty,2014-2018 MOE Population 16+ w/Income at/Above Poverty Level,9,0,,B17005m13,moesxpovLF11
676,ACSTRMOEPOP,MOEMAPINLF,2014-2018 MOE Male 16+ at/Above Pov:in Labor Force,2014-2018 MOE Male 16+ at/Above Poverty: in Labor Force,9,0,,B17005m15,moesxpovLF12
677,ACSTRMOEPOP,MOEMAPEMP,2014-2018 MOE Male 16+ at/Above Pov:Employed,2014-2018 MOE Male 16+ at/Above Poverty: Employed,9,0,,B17005m16,moesxpovLF13
678,ACSTRMOEPOP,MOEMAPUNEM,2014-2018 MOE Male 16+ at/Above Pov:UnEmployed,2014-2018 MOE Male 16+ at/Above Poverty: Unemployed,9,0,,B17005m17,moesxpovLF14
679,ACSTRMOEPOP,MOEMAPNOLF,2014-2018 MOE Male 16+ at/Above Pov:Not in Labor Force,2014-2018 MOE Male 16+ at/Above Poverty: Not in Labor Force,9,0,,B17005m18,moesxpovLF15
680,ACSTRMOEPOP,MOEFAPINLF,2014-2018 MOE Female 16+ at/Above Pov:in Labor Force,2014-2018 MOE Female 16+ at/Above Poverty: in Labor Force,9,0,,B17005m20,moesxpovLF16
681,ACSTRMOEPOP,MOEFAPEMP,2014-2018 MOE Female 16+ at/Above Pov:Employed,2014-2018 MOE Female 16+ at/Above Poverty: Employed,9,0,,B17005m21,moesxpovLF17
682,ACSTRMOEPOP,MOEFAPUNEM,2014-2018 MOE Female 16+ at/Above Pov:UnEmployed,2014-2018 MOE Female 16+ at/Above Poverty: Unemployed,9,0,,B17005m22,moesxpovLF18
683,ACSTRMOEPOP,MOEFAPNOLF,2014-2018 MOE Female 16+ at/Above Pov:Not in Labor Force,2014-2018 MOE Female 16+ at/Above Poverty: Not in Labor Force,9,0,,B17005m23,moesxpovLF19
684,ACSTRMOEPOP,MOEWHTPOV,2014-2018 MOE White-Poverty Determined,2014-2018 MOE White Pop: Poverty Status is Determined,9,0,,B17020Am1,moeracepov1
685,ACSTRMOEPOP,MOEWHTBPOV,2014-2018 MOE White-Inc Below Poverty Level,2014-2018 MOE White Pop Below Poverty Level,9,0,,B17020Am2,moeracepov2
686,ACSTRMOEPOP,MOEWHTAPOV,2014-2018 MOE White-Inc at/Above Poverty Level,2014-2018 MOE White Pop at/Above Poverty Level,9,0,,B17020Am10,moeracepov3
687,ACSTRMOEPOP,MOEBLKPOV,2014-2018 MOE Black-Poverty Determined,2014-2018 MOE Black Pop: Poverty Status is Determined,9,0,,B17020Bm1,moeracepov4
688,ACSTRMOEPOP,MOEBLKBPOV,2014-2018 MOE Black-Inc Below Poverty Level,2014-2018 MOE Black Pop Below Poverty Level,9,0,,B17020Bm2,moeracepov5
689,ACSTRMOEPOP,MOEBLKAPOV,2014-2018 MOE Black-Inc at/Above Poverty Level,2014-2018 MOE Black Pop at/Above Poverty Level,9,0,,B17020Bm10,moeracepov6
690,ACSTRMOEPOP,MOEAIPOV,2014-2018 MOE Amer Indian-Poverty Determined,2014-2018 MOE American Indian Pop: Poverty Status is Determined,9,0,,B17020Cm1,moeracepov7
691,ACSTRMOEPOP,MOEAIBPOV,2014-2018 MOE Amer Indian-Inc Below Poverty Level,2014-2018 MOE American Indian Pop Below Poverty Level,9,0,,B17020Cm2,moeracepov8
692,ACSTRMOEPOP,MOEAIAPOV,2014-2018 MOE Amer Indian-Inc at/Above Poverty Level,2014-2018 MOE American Indian Pop at/Above Poverty Level,9,0,,B17020Cm10,moeracepov9
693,ACSTRMOEPOP,MOEASNPOV,2014-2018 MOE Asian-Poverty Determined,2014-2018 MOE Asian Pop: Poverty Status is Determined,9,0,,B17020Dm1,moeracepov10
694,ACSTRMOEPOP,MOEASNBPOV,2014-2018 MOE Asian-Inc Below Poverty Level,2014-2018 MOE Asian Pop Below Poverty Level,9,0,,B17020Dm2,moeracepov11
695,ACSTRMOEPOP,MOEASNAPOV,2014-2018 MOE Asian-Inc at/Above Poverty Level,2014-2018 MOE Asian Pop at/Above Poverty Level,9,0,,B17020Dm10,moeracepov12
696,ACSTRMOEPOP,MOEPIPOV,2014-2018 MOE Pac Islander-Poverty Determined,2014-2018 MOE Pacific Islander Pop: Poverty Status is Determined,9,0,,B17020Em1,moeracepov13
697,ACSTRMOEPOP,MOEPIBPOV,2014-2018 MOE Pac Islander-Inc Below Poverty Level,2014-2018 MOE Pacific Islander Pop Below Poverty Level,9,0,,B17020Em2,moeracepov14
698,ACSTRMOEPOP,MOEPIAPOV,2014-2018 MOE Pac Islander-Inc at/Above Poverty Level,2014-2018 MOE Pacific Islander Pop at/Above Poverty Level,9,0,,B17020Em10,moeracepov15
699,ACSTRMOEPOP,MOEOTHPOV,2014-2018 MOE Other Race-Poverty Determined,2014-2018 MOE Other Race Pop: Poverty Status is Determined,9,0,,B17020Fm1,moeracepov16
700,ACSTRMOEPOP,MOEOTHBPOV,2014-2018 MOE Other Race-Inc Below Poverty Level,2014-2018 MOE Other Race Pop Below Poverty Level,9,0,,B17020Fm2,moeracepov17
701,ACSTRMOEPOP,MOEOTHAPOV,2014-2018 MOE Other Race-Inc at/Above Poverty Level,2014-2018 MOE Other Race Pop at/Above Poverty Level,9,0,,B17020Fm10,moeracepov18
702,ACSTRMOEPOP,MOEMLTPOV,2014-2018 MOE 2+ Races-Poverty Determined,2014-2018 MOE Multiple Races Pop: Poverty Status is Determined,9,0,,B17020Gm1,moeracepov19
703,ACSTRMOEPOP,MOEMLTBPOV,2014-2018 MOE 2+ Races-Inc Below Poverty Level,2014-2018 MOE Multiple Races Pop Below Poverty Level,9,0,,B17020Gm2,moeracepov20
704,ACSTRMOEPOP,MOEMLTAPOV,2014-2018 MOE 2+ Races-Inc at/Above Poverty Level,2014-2018 MOE Multiple Races Pop at/Above Poverty Level,9,0,,B17020Gm10,moeracepov21
705,ACSTRMOEPOP,MOEWNHPOV,2014-2018 MOE White Non-Hisp-Poverty Determined,2014-2018 MOE White Non-Hispanic Pop: Poverty Status is Determined,9,0,,B17020Hm1,moeracepov22
706,ACSTRMOEPOP,MOEWNHBPOV,2014-2018 MOE White Non-Hisp-Inc Below Poverty Level,2014-2018 MOE White Non-Hispanic Pop Below Poverty Level,9,0,,B17020Hm2,moeracepov23
707,ACSTRMOEPOP,MOEWNHAPOV,2014-2018 MOE White Non-Hisp-Inc at/Above Poverty Lvl,2014-2018 MOE White Non-Hispanic Pop w/Inc at/Above Poverty Level,9,0,,B17020Hm10,moeracepov24
708,ACSTRMOEPOP,MOEHSPPOV,2014-2018 MOE Hispanic-Poverty Determined,2014-2018 MOE Hispanic Pop: Poverty Status is Determined,9,0,,B17020Im1,moeracepov25
709,ACSTRMOEPOP,MOEHSPBPOV,2014-2018 MOE Hispanic-Inc Below Poverty Level,2014-2018 MOE Hispanic Pop Below Poverty Level,9,0,,B17020Im2,moeracepov26
710,ACSTRMOEPOP,MOEHSPAPOV,2014-2018 MOE Hispanic-Inc at/Above Poverty Level,2014-2018 MOE Hispanic Pop at/Above Poverty Level,9,0,,B17020Im10,moeracepov27
711,ACSTRMOEHH,MOEFSBPOV,2014-2018 MOE HH Below Pov: Rcv Food Stamps/SNAP,2014-2018 MOE HHs Below Poverty that Received Food Stamps/SNAP,9,0,,B22003m3,moeSNAP1
712,ACSTRMOEHH,MOEFSAPOV,2014-2018 MOE HH at/Abv Pov: Rcv Food Stamps/SNAP,2014-2018 MOE HHs at/Above Poverty that Received Food Stamps/SNAP,9,0,,B22003m4,moeSNAP2
713,ACSTRMOEHH,MOEFSU18,2014-2018 MOE HH w/Pop <18: Rcv Food Stamps/SNAP,2014-2018 MOE HHs w/Population <18 that Received Food Stamps/SNAP,9,0,,B22002m3,moeSNAP3
714,ACSTRMOEHH,MOEFSNU18,2014-2018 MOE HH w/No Pop <18: Rcv Food Stamps/SNAP,2014-2018 MOE HHs w/No Population <18 that Received Food Stamps/SNAP,9,0,,B22002m9,moeSNAP4
715,ACSTRMOEHH,MOEFSP60,2014-2018 MOE HH w/Pop 60+: Rcv Food Stamps/SNAP,2014-2018 MOE HHs w/Population 60+ that Received Food Stamps/SNAP,9,0,,B22001m3,moeSNAP5
716,ACSTRMOEHH,MOEFSNP60,2014-2018 MOE HH w/No Pop 60+: Rcv Food Stamps/SNAP,2014-2018 MOE HHs w/No Population 60+ that Received Food Stamps/SNAP,9,0,,B22001m4,moeSNAP6
717,ACSTRMOEHH,MOENFSBPOV,2014-2018 MOE HH Below Pov: No Food Stamps/SNAP,2014-2018 MOE HHs Below Poverty No Food Stamps/SNAP Received,9,0,,B22003m6,moeSNAP7
718,ACSTRMOEHH,MOENFSAPOV,2014-2018 MOE HH at/Abv Pov: No Food Stamps/SNAP,2014-2018 MOE HHs at/Above Poverty No Food Stamps/SNAP Received,9,0,,B22003m7,moeSNAP8
719,ACSTRMOEHH,MOENFSU18,2014-2018 MOE HH w/Pop <18: No Food Stamps/SNAP,2014-2018 MOE HHs w/Population <18 No Food Stamps/SNAP Received,9,0,,B22002m16,moeSNAP9
720,ACSTRMOEHH,MOENFSNU18,2014-2018 MOE HH No Pop <18: No Food Stamps/SNAP,2014-2018 MOE HHs w/No Population <18 No Food Stamps/SNAP Received,9,0,,B22002m22,moeSNAP10
721,ACSTRMOEHH,MOENFSP60,2014-2018 MOE HH w/Pop 60+: No Food Stamps/SNAP,2014-2018 MOE HHs w/Population 60+ No Food Stamps/SNAP Received,9,0,,B22001m6,moeSNAP11
722,ACSTRMOEHH,MOENFSNP60,2014-2018 MOE HH No Pop 60+: No Food Stamps/SNAP,2014-2018 MOE HHs w/No Population 60+ No Food Stamps/SNAP Received,9,0,,B22001m7,moeSNAP12
723,ACSTRMOEHH,MOEMEDI1PH,2014-2018 MOE Median HH Income/1-Pers HH,2014-2018 MOE Median Household Income: 1-Person Households,9,0,YES,B19019m2,moemedincsz1
724,ACSTRMOEHH,MOEMEDI2PH,2014-2018 MOE Median HH Income/2-Pers HH,2014-2018 MOE Median Household Income: 2-Person Households,9,0,YES,B19019m3,moemedincsz2
725,ACSTRMOEHH,MOEMEDI3PH,2014-2018 MOE Median HH Income/3-Pers HH,2014-2018 MOE Median Household Income: 3-Person Households,9,0,YES,B19019m4,moemedincsz3
726,ACSTRMOEHH,MOEMEDI4PH,2014-2018 MOE Median HH Income/4-Pers HH,2014-2018 MOE Median Household Income: 4-Person Households,9,0,YES,B19019m5,moemedincsz4
727,ACSTRMOEHH,MOEMEDI5PH,2014-2018 MOE Median HH Income/5-Pers HH,2014-2018 MOE Median Household Income: 5-Person Households,9,0,YES,B19019m6,moemedincsz5
728,ACSTRMOEHH,MOEMEDI6PH,2014-2018 MOE Median HH Income/6-Pers HH,2014-2018 MOE Median Household Income: 6-Person Households,9,0,YES,B19019m7,moemedincsz6
729,ACSTRMOEHH,MOEMEDI7PH,2014-2018 MOE Median HH Income/7+Pers HH,2014-2018 MOE Median Household Income: 7+ Person Households,9,0,YES,B19019m8,moemedincsz7
730,ACSTRMOEHH,MOEWHTHHR,2014-2018 MOE HH Income Base/White HHr,2014-2018 MOE Households with White Householder,9,0,,B19001Am1,moeincrace1
731,ACSTRMOEHH,MOEWHTI0,2014-2018 MOE White HHr/Income <$10000,2014-2018 MOE Households with White HHr/Income <$10000,9,0,,B19001Am2,moeincrace2
732,ACSTRMOEHH,MOEWHTI10,2014-2018 MOE White HHr/Income $10000-$14999,2014-2018 MOE Households with White HHr/Income $10000-$14999,9,0,,B19001Am3,moeincrace3
733,ACSTRMOEHH,MOEWHTI15,2014-2018 MOE White HHr/Income $15000-$19999,2014-2018 MOE Households with White HHr/Income $15000-$19999,9,0,,B19001Am4,moeincrace4
734,ACSTRMOEHH,MOEWHTI20,2014-2018 MOE White HHr/Income $20000-$24999,2014-2018 MOE Households with White HHr/Income $20000-$24999,9,0,,B19001Am5,moeincrace5
735,ACSTRMOEHH,MOEWHTI25,2014-2018 MOE White HHr/Income $25000-$29999,2014-2018 MOE Households with White HHr/Income $25000-$29999,9,0,,B19001Am6,moeincrace6
736,ACSTRMOEHH,MOEWHTI30,2014-2018 MOE White HHr/Income $30000-$34999,2014-2018 MOE Households with White HHr/Income $30000-$34999,9,0,,B19001Am7,moeincrace7
737,ACSTRMOEHH,MOEWHTI35,2014-2018 MOE White HHr/Income $35000-$39999,2014-2018 MOE Households with White HHr/Income $35000-$39999,9,0,,B19001Am8,moeincrace8
738,ACSTRMOEHH,MOEWHTI40,2014-2018 MOE White HHr/Income $40000-$44999,2014-2018 MOE Households with White HHr/Income $40000-$44999,9,0,,B19001Am9,moeincrace9
739,ACSTRMOEHH,MOEWHTI45,2014-2018 MOE White HHr/Income $45000-$49999,2014-2018 MOE Households with White HHr/Income $45000-$49999,9,0,,B19001Am10,moeincrace10
740,ACSTRMOEHH,MOEWHTI50,2014-2018 MOE White HHr/Income $50000-$59999,2014-2018 MOE Households with White HHr/Income $50000-$59999,9,0,,B19001Am11,moeincrace11
741,ACSTRMOEHH,MOEWHTI60,2014-2018 MOE White HHr/Income $60000-$74999,2014-2018 MOE Households with White HHr/Income $60000-$74999,9,0,,B19001Am12,moeincrace12
742,ACSTRMOEHH,MOEWHTI75,2014-2018 MOE White HHr/Income $75000-$99999,2014-2018 MOE Households with White HHr/Income $75000-$99999,9,0,,B19001Am13,moeincrace13
743,ACSTRMOEHH,MOEWHTI100,2014-2018 MOE White HHr/Income $100000-$124999,2014-2018 MOE Households with White HHr/Income $100000-$124999,9,0,,B19001Am14,moeincrace14
